,Predicted,Real
0,3.7340309619903564,2.743478260869565
1,3.837805986404419,2.894444444444445
2,4.643764019012451,4.016666666666667
3,5.044466495513916,4.545
4,4.122016906738281,3.3000000000000003
5,8.634782791137695,8.681818181818182
6,9.96107292175293,10.041666666666664
7,3.2064032554626465,1.95
8,6.682088851928711,6.542857142857143
9,9.290810585021973,9.361111111111107
10,9.694355010986328,9.772222222222219
11,6.754609107971191,6.626315789473684
12,6.589095592498779,6.435294117647059
13,5.62137508392334,5.276
14,4.359471321105957,3.6304347826086962
15,10.298077583312988,10.380000000000003
16,8.028395652770996,8.038888888888886
17,6.242826461791992,6.029166666666663
18,10.2562255859375,10.33809523809524
19,11.148045539855957,11.226315789473684
20,13.601194381713867,13.695652173913045
21,6.107563495635986,5.867999999999999
22,6.865244388580322,6.752941176470587
23,4.187098503112793,3.3913043478260865
24,8.705700874328613,8.755999999999998
25,8.431306838989258,8.467857142857142
26,14.224369049072266,14.358333333333333
27,9.6141939163208,9.690909090909091
28,10.212660789489746,10.294444444444443
29,4.873839855194092,4.322222222222221
30,5.106332302093506,4.625
31,5.480096340179443,5.1000000000000005
32,3.9300179481506348,3.027272727272727
33,3.1449248790740967,1.8545454545454545
34,9.74152946472168,9.82
35,8.085369110107422,8.099999999999998
36,8.983186721801758,9.044444444444444
37,7.657868385314941,7.637500000000001
38,4.691077709197998,4.08
39,7.8763275146484375,7.875000000000003
40,9.00467586517334,9.066666666666666
41,4.594172477722168,3.95
42,2.9988152980804443,1.625
43,6.539588928222656,6.377777777777777
44,7.049928188323975,6.9624999999999995
45,5.850167274475098,5.557142857142856
46,10.355550765991211,10.4375
47,9.2117338180542,9.279999999999998
48,6.430155277252197,6.249999999999999
49,6.264238357543945,6.054545454545456
50,7.027792453765869,6.937499999999998
51,12.270358085632324,12.341666666666667
52,7.4530558586120605,7.412499999999999
53,14.216693878173828,14.35
54,16.120325088500977,16.6625
55,11.855694770812988,11.928571428571427
56,11.03337287902832,11.1125
57,5.480096817016602,5.1000000000000005
58,4.565344333648682,3.911111111111112
59,6.571941375732422,6.415384615384616
60,6.15945291519165,5.9300000000000015
61,7.4530558586120605,7.412499999999999
62,8.319924354553223,8.350000000000001
63,9.882540702819824,9.962500000000002
64,9.590327262878418,9.666666666666664
65,6.239314079284668,6.025000000000001
66,10.18193531036377,10.263636363636364
67,8.313189506530762,8.342857142857143
68,11.38613224029541,11.4625
69,5.85798454284668,5.566666666666666
70,7.657868385314941,7.637499999999998
71,8.993929862976074,9.055555555555555
72,5.026909828186035,4.522222222222222
73,7.239196300506592,7.175
74,5.852511882781982,5.5600000000000005
75,11.413856506347656,11.489999999999998
76,7.192767143249512,7.123076923076925
77,9.096173286437988,9.161111111111113
78,9.99693775177002,10.077777777777778
79,9.194697380065918,9.2625
80,10.106072425842285,10.187500000000002
81,4.256105422973633,3.4875000000000003
82,9.952800750732422,10.033333333333337
83,10.343052864074707,10.424999999999999
84,16.712568283081055,17.59
85,13.557411193847656,13.65
86,8.790495872497559,8.844444444444445
87,13.121027946472168,13.2
88,10.503929138183594,10.585714285714284
89,7.0388569831848145,6.9499999999999975
90,8.976475715637207,9.0375
91,9.194697380065918,9.2625
92,7.027792453765869,6.9375
93,14.189021110534668,14.32
94,14.248551368713379,14.384615384615385
95,13.48794937133789,13.577777777777774
96,5.125729560852051,4.65
97,8.308140754699707,8.337499999999997
98,14.007787704467773,14.125
99,17.4619083404541,19.314285714285713
100,15.237486839294434,15.5125
101,9.414399147033691,9.4875
102,5.356481552124023,4.9444444444444455
103,2.8501975536346436,1.3875000000000002
104,6.190226078033447,5.966666666666668
105,3.3038713932037354,2.1
106,5.694741725921631,5.366666666666667
107,7.817336082458496,7.811111111111111
108,8.964397430419922,9.025
109,5.8545637130737305,5.5625
110,7.049928188323975,6.9624999999999995
111,8.834273338317871,8.89
112,8.237413,9.962500000000002
113,8.237413,12.157142857142857
