,y_test,y_pred
0,65.06892542682891,62.0
1,77.13585116573304,87.0
2,47.722784825231244,40.0
3,67.60438958865662,77.0
4,69.38165792981437,69.0
5,71.33702198878972,78.0
6,65.90494086102801,67.0
7,48.41923876491995,46.0
8,89.30867231072853,99.0
9,42.97645233038,46.0
10,42.363772897103296,54.0
11,59.84854346801256,53.0
12,81.74668335183912,91.0
13,87.00389344454524,84.0
14,45.79806501748425,48.0
15,33.31725786646529,33.0
16,55.7734494163805,57.0
17,79.43314702184371,81.0
18,50.363926904039616,50.0
19,83.40010089605916,80.0
20,55.644681047207264,63.0
21,48.35790350581674,52.0
22,71.39508129879097,73.0
23,63.981865390240124,66.0
24,46.4381670122722,55.0
25,66.4545775004687,68.0
26,62.22002715759268,65.0
27,52.31807699079347,60.0
28,57.627080032767275,53.0
29,80.2941572004078,69.0
30,74.07201836468205,71.0
31,88.91988928946287,93.0
32,82.86090366727592,82.0
33,53.828712526801475,48.0
34,41.54676913135365,52.0
35,88.30102857048857,92.0
36,88.52398303325666,92.0
37,58.12126378840711,69.0
38,64.49079192485158,57.0
39,69.17843930947129,69.0
40,70.85611577580143,76.0
41,57.18639358848567,62.0
42,71.06266903188637,71.0
43,66.06859400918152,57.0
44,73.70428977910204,71.0
45,51.14628713461555,52.0
46,80.13005705464008,77.0
47,55.326830663448604,59.0
48,79.43396270779398,77.0
49,52.685796209619404,44.0
50,45.18490238290772,47.0
51,63.342411088068204,67.0
52,42.85561305905892,44.0
53,60.433137535595186,61.0
54,43.08212792494858,39.0
55,68.07072338468167,63.0
56,48.90637064707289,47.0
57,67.9807105395698,69.0
58,81.49488568146148,81.0
59,54.96028923997982,56.0
60,71.61016544779916,68.0
61,74.32764116673309,74.0
62,46.0147741026515,42.0
63,79.37206192515582,69.0
64,68.33527981605411,63.0
65,63.99782138511019,59.0
66,77.1207492740727,76.0
67,45.304852282278986,47.0
68,59.12714810156903,60.0
69,54.86539150021147,61.0
70,80.67253248582989,81.0
71,81.29194071045035,90.0
72,80.37186440840296,80.0
73,57.127459789826716,58.0
74,56.37709361021294,64.0
75,69.02387073126366,71.0
76,78.36773155365853,73.0
77,77.21735190216202,70.0
78,31.64638268756365,29.0
79,71.34404718374168,73.0
80,79.54097216651871,79.0
81,82.9742824192775,79.0
82,69.1660934595725,64.0
83,88.35326186792108,79.0
84,75.4253970406296,70.0
85,68.2498075867397,77.0
86,70.91791391932735,63.0
87,79.30076568643423,94.0
88,62.45309638871827,59.0
89,51.584957280889576,43.0
90,66.14501898447358,65.0
91,59.33399745171814,54.0
92,54.280956294680934,54.0
93,57.72761103879411,73.0
94,85.00598529587562,86.0
95,77.4978447206946,70.0
96,47.48487499975833,63.0
97,62.28811804674779,52.0
98,66.15864653701753,61.0
99,67.32844746771822,70.0
100,39.17080870622675,32.0
101,86.46341386394357,90.0
102,69.40642030218395,67.0
103,40.7463034620246,34.0
104,83.52757324752787,83.0
105,67.46877983860834,67.0
106,56.55222193553482,63.0
107,53.36069534078838,52.0
108,54.874357978564404,45.0
109,91.40881576694179,87.0
110,66.67259016746026,63.0
111,65.81383963575658,73.0
112,39.646206613471826,26.0
113,56.31605657920277,54.0
114,69.66180029697063,62.0
115,73.29335040710419,67.0
116,86.3690894315532,78.0
117,77.53780631730983,79.0
118,80.86254249279746,79.0
119,51.47241669873594,54.0
120,48.549742468709006,46.0
121,74.43756746954114,67.0
122,85.49715115775713,88.0
123,84.54642279004199,82.0
124,77.5783547759525,79.0
125,52.666025034154465,40.0
126,78.85486461023487,74.0
127,63.53085604918709,70.0
128,71.69510142022864,77.0
129,61.86270632762483,61.0
130,68.87680750858631,68.0
131,72.5814650117682,67.0
132,35.452676838546395,30.0
133,86.19894274109411,81.0
134,78.51588981781337,77.0
135,55.277920744477115,61.0
136,69.38878593916749,67.0
137,64.03277587741944,64.0
138,64.19642191637287,62.0
