,y_test,y_pred
0,72.95428104190869,72.0
1,77.39625816434962,73.0
2,47.09932514625159,46.0
3,69.77543850625938,62.0
4,74.59930602184242,78.0
5,72.95724532695196,72.0
6,74.24233342941301,69.0
7,45.12115922834733,43.0
8,89.3030958333472,87.0
9,43.326365591942505,34.0
10,61.01470362059156,48.0
11,69.9810624743012,70.0
12,81.93208634081823,81.0
13,81.28984588721022,80.0
14,59.36243730230089,56.0
15,49.05939340364,41.0
16,55.97257662161808,48.0
17,84.4976114467824,91.0
18,59.86505441256383,53.0
19,82.1672395938682,78.0
20,65.61718396552872,65.0
21,58.60193199563511,59.0
22,79.63869931690331,76.0
23,61.61238850986794,60.0
24,48.07676034598993,46.0
25,64.90759938205316,65.0
26,60.56180826496913,54.0
27,49.544000344662564,44.0
28,65.96166393718423,72.0
29,83.63303336932033,90.0
30,81.76400572051726,87.0
31,91.18247195004567,84.0
32,93.91230351966571,93.0
33,60.948390941974004,62.0
34,56.96339120810828,57.0
35,85.6191461608954,79.0
36,96.2415523005806,100.0
37,57.49802239012224,58.0
38,74.23276359740362,77.0
39,75.74858862602437,72.0
40,70.0400799031119,64.0
41,60.38526893092586,55.0
42,66.72944876961712,74.0
43,71.90233715308631,78.0
44,82.04948990710012,83.0
45,60.55513370787358,59.0
46,84.15223633640056,91.0
47,66.73989699174577,62.0
48,85.80407136291566,82.0
49,61.89143285730187,63.0
50,37.399425490953284,37.0
51,65.25468015472372,62.0
52,55.66719360428775,50.0
53,60.4847457533926,56.0
54,34.1878749602728,42.0
55,75.85755126531433,73.0
56,58.628768284638134,53.0
57,65.672432816229,63.0
58,78.01969588260701,75.0
59,64.02326794223268,65.0
60,68.03157386834673,68.0
61,77.78229895059911,79.0
62,50.73147147166489,55.0
63,71.20319094701937,77.0
64,67.60088093468926,67.0
65,64.8482442363704,69.0
66,71.27225565183772,73.0
67,59.25471987309757,54.0
68,71.7494220210999,70.0
69,53.10258837622817,51.0
70,75.28230152127432,71.0
71,77.77907822940438,87.0
72,74.50475966500908,73.0
73,68.59615833679148,70.0
74,52.701507922270224,56.0
75,64.08527130256036,66.0
76,73.63530503762597,70.0
77,70.84504134888752,70.0
78,41.75829623275653,29.0
79,77.02453075483119,79.0
80,78.36629425543394,79.0
81,86.11963769820696,89.0
82,71.26669894673041,73.0
83,86.16570876528246,85.0
84,70.17679965224087,64.0
85,74.96055148968384,77.0
86,66.93399298491367,66.0
87,92.76403188143033,87.0
88,74.43036775390097,78.0
89,61.01687153562017,62.0
90,74.38432046995342,77.0
91,67.01200940988791,64.0
92,67.32646164551461,65.0
93,65.84881929897261,56.0
94,77.27280240888715,76.0
95,71.74217252685109,74.0
96,55.7236789915732,48.0
97,69.65134901195238,76.0
98,63.6519151208788,66.0
99,65.12713986003304,65.0
100,47.790173815379916,51.0
101,81.48147473992647,90.0
102,65.5433645287342,64.0
103,43.4049986451281,48.0
104,79.75017773235403,72.0
105,80.47610163017423,80.0
106,71.35264067401562,73.0
107,64.1267896178635,65.0
108,59.87513824149332,63.0
109,81.96456542136147,91.0
110,68.81280565729026,72.0
111,77.27094570734975,75.0
112,38.37545715091471,31.0
113,54.92966280344833,59.0
114,70.460682940983,73.0
115,74.3991740168721,76.0
116,87.30204608129026,83.0
117,75.79898796515549,81.0
118,84.27091004566898,82.0
119,65.31660245254699,61.0
120,57.71805142749609,56.0
121,84.08424847572417,84.0
122,90.90421120328621,93.0
123,80.18814479461444,82.0
124,75.47241926941312,74.0
125,60.77933180723949,65.0
126,72.49480366833191,74.0
127,78.20430505836883,78.0
128,71.74789831386856,68.0
129,66.48621192236519,64.0
130,66.67832795252659,64.0
131,69.22025845430873,64.0
132,12.86396809463114,24.0
133,80.31799406716873,81.0
134,84.02205166853517,90.0
135,64.07670554381545,58.0
136,68.36670624667006,61.0
137,67.50906563031127,64.0
138,69.79408351449855,74.0
139,80.49362267360378,82.0
140,72.7102452199743,74.0
141,70.73529798794436,68.0
142,60.20612342613147,49.0
143,60.47384892269552,60.0
144,79.9919348738203,86.0
145,38.112577683052834,39.0
146,49.8293479736828,43.0
147,45.23631646773339,45.0
148,88.68804957981266,84.0
149,86.64137497497792,87.0
150,50.93434242329072,49.0
151,73.65462662503404,74.0
152,94.94406040840472,99.0
153,73.84375994163013,68.0
154,74.80761061974027,82.0
155,80.98119844136517,81.0
156,50.65375722941193,54.0
157,62.64915238314389,58.0
158,57.15858850952944,62.0
159,49.24210253125483,52.0
160,92.07020705927589,97.0
161,50.465835195321105,59.0
162,49.45300934713053,58.0
163,91.47274968916588,93.0
164,70.84528627343092,61.0
165,75.30873256559065,83.0
166,81.29275923386768,79.0
167,70.60892143446307,66.0
168,57.63885866699212,57.0
169,65.53224520398636,59.0
170,60.22608487000177,61.0
171,69.93202020734643,68.0
172,40.59019669753893,39.0
173,68.75471719359943,68.0
174,85.88127584928186,83.0
175,66.2588627123418,72.0
176,69.22957244256666,68.0
177,59.27083275568642,53.0
178,92.8173793593229,100.0
179,80.55737442267473,73.0
180,64.87726334447379,62.0
181,85.33622939838976,86.0
182,69.23504653633572,67.0
183,68.7780862111903,66.0
184,82.3700879916397,86.0
185,69.20224294308584,66.0
186,96.88294947716017,96.0
187,100.65038688352739,100.0
188,76.78856761638548,78.0
189,51.1165516515037,41.0
190,52.312767691370695,50.0
191,60.12461511045429,60.0
192,51.00307437500284,48.0
193,77.71173359776587,83.0
194,61.15843201900354,60.0
195,62.83671779215571,61.0
196,90.66538315125737,90.0
197,80.0045867819117,83.0
198,75.7706744693655,70.0
199,69.82180472287517,67.0
200,73.32789659555102,78.0
201,79.43321606142959,79.0
202,53.412916506811186,56.0
203,93.17621520880773,95.0
204,73.5066562902752,70.0
205,55.479316086254016,61.0
206,79.82605614517757,80.0
207,80.56828438856468,89.0
208,75.67850777861574,78.0
209,73.74257606703723,66.0
210,60.86406365596526,58.0
211,90.25534859072397,90.0
212,60.88622090597084,64.0
213,68.72803540054805,62.0
214,41.219689786058325,34.0
215,72.62980199471103,76.0
216,83.62499377578106,86.0
217,62.88520372063911,67.0
218,57.14921588925652,61.0
219,74.53548073548887,76.0
220,78.2115177662782,81.0
221,66.91218106441768,68.0
222,64.3281729443079,57.0
223,77.04777286227522,75.0
224,65.23088035667608,65.0
225,81.0700059363275,77.0
226,91.05141669988329,89.0
227,62.48548409286304,58.0
228,43.80710876903699,42.0
229,65.85551732957528,67.0
230,50.14053411115616,53.0
231,68.16236114247644,71.0
232,53.52390905555034,51.0
233,54.49218617950968,52.0
234,60.26729606304609,61.0
235,69.83643846360509,68.0
236,73.67578422461301,72.0
237,66.49415704525535,62.0
238,68.67763025840704,69.0
239,66.57029861634406,64.0
240,80.23705482050657,83.0
241,55.15964870450336,52.0
242,81.53012966053684,84.0
243,61.72357738255114,60.0
244,78.41375631029807,82.0
245,75.90690892854754,70.0
246,62.198852111870295,61.0
247,89.38999429791767,95.0
248,68.35325019507096,64.0
249,85.54887331672049,89.0
